"","athlete_full_name","discipline_title","event_title","slug_game","participant_type","medal_type","athletes","rank_equal","rank_position","country_name","country_code","country_3_letter_code","athlete_url.x","value_unit","value_type","athlete_url.y","games_participations","first_game","athlete_year_birth","athlete_medals","first_olympic_year","age","male_female","gold","silver","bronze"
"2046","Eveline Slavici","Gymnastics Artistic","individual all-round women","helsinki-1952","Athlete","","","","85","Romania","RO","ROU","https://olympics.com/en/athletes/eveline-slavici","67.73","POINTS","https://olympics.com/en/athletes/eveline-slavici",1,"Helsinki 1952",1932,"",1952,20,"female",0,0,0
"2047","Eveline Slavici","Gymnastics Artistic","vault women","helsinki-1952","Athlete","","","True","65","Romania","RO","ROU","https://olympics.com/en/athletes/eveline-slavici","17.76","POINTS","https://olympics.com/en/athletes/eveline-slavici",1,"Helsinki 1952",1932,"",1952,20,"female",0,0,0
"2048","Eveline Slavici","Gymnastics Artistic","floor exercises women","helsinki-1952","Athlete","","","True","91","Romania","RO","ROU","https://olympics.com/en/athletes/eveline-slavici","17.02","POINTS","https://olympics.com/en/athletes/eveline-slavici",1,"Helsinki 1952",1932,"",1952,20,"female",0,0,0
"2049","Evelyn G. Magluyan","Gymnastics Artistic","individual all-round women","tokyo-1964","Athlete","","","","83","Philippines","PH","PHI","https://olympics.com/en/athletes/evelyn-g-magluyan","29.464","POINTS","https://olympics.com/en/athletes/evelyn-g-magluyan",1,"Tokyo 1964",1944,"",1964,20,"female",0,0,0
"2050","Evelyne Letourneur","Gymnastics Artistic","individual all-round women","mexico-city-1968","Athlete","","","True","19","France","FR","FRA","https://olympics.com/en/athletes/evelyne-letourneur","74.80","POINTS","https://olympics.com/en/athletes/evelyne-letourneur",2,"Tokyo 1964",1947,"",1964,17,"female",0,0,0
"2051","Evelyne Letourneur","Gymnastics Artistic","individual all-round women","tokyo-1964","Athlete","","","","47","France","FR","FRA","https://olympics.com/en/athletes/evelyne-letourneur","73.096","POINTS","https://olympics.com/en/athletes/evelyne-letourneur",2,"Tokyo 1964",1947,"",1964,17,"female",0,0,0
"2059","Evert Lindgren","Gymnastics Artistic","individual all-round men","mexico-city-1968","Athlete","","","","76","Sweden","SE","SWE","https://olympics.com/en/athletes/evert-lindgren","105.65","POINTS","https://olympics.com/en/athletes/evert-lindgren",1,"Mexico City 1968",1938,"",1968,30,"male",0,0,0
"2060","Evgeni Sapronenko","Gymnastics Artistic","individual all-round men","athens-2004","Athlete","","","","92","Latvia","LV","LAT","https://olympics.com/en/athletes/evgeni-sapronenko","","","https://olympics.com/en/athletes/evgeni-sapronenko",1,"Athens 2004",1978,"


1

S

",2004,26,"male",0,0,0
"2061","Evgeni Sapronenko","Gymnastics Artistic","vault men","athens-2004","Athlete","SILVER","","","2","Latvia","LV","LAT","https://olympics.com/en/athletes/evgeni-sapronenko","9.706","POINTS","https://olympics.com/en/athletes/evgeni-sapronenko",1,"Athens 2004",1978,"


1

S

",2004,26,"male",0,1,0
"2062","Evy Berggren","Gymnastics Artistic","floor exercises women","helsinki-1952","Athlete","","","True","37","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","17.89","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2063","Evy Berggren","Gymnastics Artistic","individual all-round women","melbourne-1956","Athlete","","","","49","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","69.966","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2064","Evy Berggren","Gymnastics Artistic","floor exercises women","melbourne-1956","Athlete","","","True","44","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","17.800","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2065","Evy Berggren","Gymnastics Artistic","uneven bars women","helsinki-1952","Athlete","","","True","63","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","17.26","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2066","Evy Berggren","Gymnastics Artistic","balance beam women","melbourne-1956","Athlete","","","True","52","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","16.866","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2067","Evy Berggren","Gymnastics Artistic","vault women","helsinki-1952","Athlete","","","","26","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","18.30","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2068","Evy Berggren","Gymnastics Artistic","vault women","melbourne-1956","Athlete","","","","38","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","17.966","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2069","Evy Berggren","Gymnastics Artistic","balance beam women","helsinki-1952","Athlete","","","","41","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","17.62","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2070","Evy Berggren","Gymnastics Artistic","individual all-round women","helsinki-1952","Athlete","","","","36","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","71.07","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2071","Evy Berggren","Gymnastics Artistic","uneven bars women","melbourne-1956","Athlete","","","True","46","Sweden","SE","SWE","https://olympics.com/en/athletes/evy-berggren","17.333","POINTS","https://olympics.com/en/athletes/evy-berggren",2,"Helsinki 1952",1934,"


1

G



1

S

",1952,18,"female",0,0,0
"2072","Ewa Rydell","Gymnastics Artistic","individual all-round women","tokyo-1964","Athlete","","","","42","Sweden","SE","SWE","https://olympics.com/en/athletes/ewa-rydell","73.599","POINTS","https://olympics.com/en/athletes/ewa-rydell",2,"Rome 1960",1942,"",1960,18,"female",0,0,0
"2073","Ewa Rydell","Gymnastics Artistic","individual all-round women","rome-1960","Athlete","","","True","29","Sweden","SE","SWE","https://olympics.com/en/athletes/ewa-rydell","72.964","POINTS","https://olympics.com/en/athletes/ewa-rydell",2,"Rome 1960",1942,"",1960,18,"female",0,0,0
"2074","Eythora Thorsdottir","Gymnastics Artistic","individual all-round women","rio-2016","Athlete","","","","9","Netherlands","NL","NED","https://olympics.com/en/athletes/eythora-thorsdottir","57.632","POINTS","https://olympics.com/en/athletes/eythora-thorsdottir",2,"Rio 2016",1998,"",2016,18,"female",0,0,0
"2075","Ezio Roselli","Gymnastics Artistic","pommel horse men","amsterdam-1928","Athlete","","","","50","Italy","IT","ITA","https://olympics.com/en/athletes/ezio-roselli","45.25","POINTS","https://olympics.com/en/athletes/ezio-roselli",2,"Antwerp 1920",1896,"


1

G

",1920,24,"male",0,0,0
"2076","Ezio Roselli","Gymnastics Artistic","rings men","amsterdam-1928","Athlete","","","True","28","Italy","IT","ITA","https://olympics.com/en/athletes/ezio-roselli","50.50","POINTS","https://olympics.com/en/athletes/ezio-roselli",2,"Antwerp 1920",1896,"


1

G

",1920,24,"male",0,0,0
"2077","Ezio Roselli","Gymnastics Artistic","parallel bars men","amsterdam-1928","Athlete","","","","75","Italy","IT","ITA","https://olympics.com/en/athletes/ezio-roselli","33.75","POINTS","https://olympics.com/en/athletes/ezio-roselli",2,"Antwerp 1920",1896,"


1

G

",1920,24,"male",0,0,0
"2078","Ezio Roselli","Gymnastics Artistic","horizontal bar men","amsterdam-1928","Athlete","","","True","61","Italy","IT","ITA","https://olympics.com/en/athletes/ezio-roselli","44.25","POINTS","https://olympics.com/en/athletes/ezio-roselli",2,"Antwerp 1920",1896,"


1

G

",1920,24,"male",0,0,0
"2079","Ezio Roselli","Gymnastics Artistic","individual all-round men","amsterdam-1928","Athlete","","","","58","Italy","IT","ITA","https://olympics.com/en/athletes/ezio-roselli","192.625","POINTS","https://olympics.com/en/athletes/ezio-roselli",2,"Antwerp 1920",1896,"


1

G

",1920,24,"male",0,0,0
"2080","Ezio Roselli","Gymnastics Artistic","vault men","amsterdam-1928","Athlete","","","","80","Italy","IT","ITA","https://olympics.com/en/athletes/ezio-roselli","18.875","POINTS","https://olympics.com/en/athletes/ezio-roselli",2,"Antwerp 1920",1896,"


1

G

",1920,24,"male",0,0,0
"2081","Fabian Gonzalez","Gymnastics Artistic","individual all-round men","london-2012","Athlete","","","","9","Spain","ES","ESP","https://olympics.com/en/athletes/fabian-gonzalez","88.998","POINTS","https://olympics.com/en/athletes/fabian-gonzalez",1,"London 2012",1992,"",2012,20,"male",0,0,0
"2082","Fabian Hambuechen","Gymnastics Artistic","individual all-round men","athens-2004","Athlete","","","","23","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","54.823","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,0
"2083","Fabian Hambuechen","Gymnastics Artistic","horizontal bar men","london-2012","Athlete","SILVER","","","2","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","16.400","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,1,0
"2084","Fabian Hambuechen","Gymnastics Artistic","horizontal bar men","athens-2004","Athlete","","","","7","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","9.700","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,0
"2085","Fabian Hambuechen","Gymnastics Artistic","individual all-round men","beijing-2008","Athlete","","","","7","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","91,675","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,0
"2086","Fabian Hambuechen","Gymnastics Artistic","parallel bars men","beijing-2008","Athlete","","","","4","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","15,975","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,0
"2087","Fabian Hambuechen","Gymnastics Artistic","individual all-round men","london-2012","Athlete","","","","15","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","87.765","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,0
"2088","Fabian Hambuechen","Gymnastics Artistic","horizontal bar men","rio-2016","Athlete","GOLD","","","1","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","15.766","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",1,0,0
"2089","Fabian Hambuechen","Gymnastics Artistic","horizontal bar men","beijing-2008","Athlete","BRONZE","","","3","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","15,875","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,1
"2090","Fabian Hambuechen","Gymnastics Artistic","floor exercises men","beijing-2008","Athlete","","","","4","Germany","DE","GER","https://olympics.com/en/athletes/fabian-hambuechen","15,650","POINTS","https://olympics.com/en/athletes/fabian-hambuechen",4,"Athens 2004",1987,"


1

G



1

S



1

B

",2004,17,"male",0,0,0
"2091","Fabio Bonacina","Gymnastics Artistic","floor exercises men","helsinki-1952","Athlete","","","True","134","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","16.20","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2092","Fabio Bonacina","Gymnastics Artistic","rings men","helsinki-1952","Athlete","","","True","63","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","18.15","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2093","Fabio Bonacina","Gymnastics Artistic","pommel horse men","helsinki-1952","Athlete","","","True","63","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","17.70","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2094","Fabio Bonacina","Gymnastics Artistic","horizontal bar men","helsinki-1952","Athlete","","","","135","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","15.85","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2095","Fabio Bonacina","Gymnastics Artistic","vault men","helsinki-1952","Athlete","","","True","128","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","17.35","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2096","Fabio Bonacina","Gymnastics Artistic","individual all-round men","helsinki-1952","Athlete","","","True","86","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","102.95","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2097","Fabio Bonacina","Gymnastics Artistic","parallel bars men","helsinki-1952","Athlete","","","True","94","Italy","IT","ITA","https://olympics.com/en/athletes/fabio-bonacina","17.70","POINTS","https://olympics.com/en/athletes/fabio-bonacina",1,"Helsinki 1952",1923,"",1952,29,"male",0,0,0
"2098","Fangxiao Dong","Gymnastics Artistic","floor exercises women","sydney-2000","Athlete","","","","DSQ","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fangxiao-dong","","IRM","https://olympics.com/en/athletes/fangxiao-dong",1,"Sydney 2000",1983,"",2000,17,"female",0,0,0
"2099","Fangxiao Dong","Gymnastics Artistic","vault women","sydney-2000","Athlete","","","","DSQ","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fangxiao-dong","","IRM","https://olympics.com/en/athletes/fangxiao-dong",1,"Sydney 2000",1983,"",2000,17,"female",0,0,0
"2100","Fangxiao Dong","Gymnastics Artistic","individual all-round women","sydney-2000","Athlete","","","","DSQ","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fangxiao-dong","","IRM","https://olympics.com/en/athletes/fangxiao-dong",1,"Sydney 2000",1983,"",2000,17,"female",0,0,0
"2101","Fangxiao Dong","Gymnastics Artistic","uneven bars women","sydney-2000","Athlete","","","","DSQ","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fangxiao-dong","","","https://olympics.com/en/athletes/fangxiao-dong",1,"Sydney 2000",1983,"",2000,17,"female",0,0,0
"2102","Fangxiao Dong","Gymnastics Artistic","balance beam women","sydney-2000","Athlete","","","","DSQ","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fangxiao-dong","","","https://olympics.com/en/athletes/fangxiao-dong",1,"Sydney 2000",1983,"",2000,17,"female",0,0,0
"2103","Federico Molinari","Gymnastics Artistic","rings men","london-2012","Athlete","","","","8","Argentina","AR","ARG","https://olympics.com/en/athletes/federico-molinari","14.733","POINTS","https://olympics.com/en/athletes/federico-molinari",1,"London 2012",1984,"",2012,28,"male",0,0,0
"2104","Fei Cheng","Gymnastics Artistic","floor exercises women","athens-2004","Athlete","","","","4","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-cheng","9.412","POINTS","https://olympics.com/en/athletes/fei-cheng",2,"Athens 2004",1988,"


1

G



2

B

",2004,16,"female",0,0,0
"2105","Fei Cheng","Gymnastics Artistic","balance beam women","beijing-2008","Athlete","BRONZE","","","3","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-cheng","15,950","POINTS","https://olympics.com/en/athletes/fei-cheng",2,"Athens 2004",1988,"


1

G



2

B

",2004,16,"female",0,0,1
"2106","Fei Cheng","Gymnastics Artistic","vault women","beijing-2008","Athlete","BRONZE","","","3","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-cheng","15,562","POINTS","https://olympics.com/en/athletes/fei-cheng",2,"Athens 2004",1988,"


1

G



2

B

",2004,16,"female",0,0,1
"2107","Fei Cheng","Gymnastics Artistic","floor exercises women","beijing-2008","Athlete","","","","7","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-cheng","14,550","POINTS","https://olympics.com/en/athletes/fei-cheng",2,"Athens 2004",1988,"


1

G



2

B

",2004,16,"female",0,0,0
"2108","Fei Tong","Gymnastics Artistic","horizontal bar men","los-angeles-1984","Athlete","SILVER","","","2","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-tong","19.975","POINTS","https://olympics.com/en/athletes/fei-tong",1,"Los Angeles 1984",1961,"


2

S

",1984,23,"male",0,1,0
"2109","Fei Tong","Gymnastics Artistic","pommel horse men","los-angeles-1984","Athlete","","","","4","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-tong","19.750","POINTS","https://olympics.com/en/athletes/fei-tong",1,"Los Angeles 1984",1961,"


2

S

",1984,23,"male",0,0,0
"2110","Fei Tong","Gymnastics Artistic","parallel bars men","los-angeles-1984","Athlete","","","","4","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-tong","19.825","POINTS","https://olympics.com/en/athletes/fei-tong",1,"Los Angeles 1984",1961,"


2

S

",1984,23,"male",0,0,0
"2111","Fei Tong","Gymnastics Artistic","rings men","los-angeles-1984","Athlete","","","True","4","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-tong","19.750","POINTS","https://olympics.com/en/athletes/fei-tong",1,"Los Angeles 1984",1961,"


2

S

",1984,23,"male",0,0,0
"2112","Fei Tong","Gymnastics Artistic","individual all-round men","los-angeles-1984","Athlete","","","","4","People's Republic of China","CN","CHN","https://olympics.com/en/athletes/fei-tong","118.550","POINTS","https://olympics.com/en/athletes/fei-tong",1,"Los Angeles 1984",1961,"


2

S

",1984,23,"male",0,0,0
"2114","Felix Padron Borroto","Gymnastics Artistic","individual all-round men","tokyo-1964","Athlete","","","True","100","Cuba","CU","CUB","https://olympics.com/en/athletes/felix-padron-borroto","104.05","POINTS","https://olympics.com/en/athletes/felix-padron-borroto",1,"Tokyo 1964",1936,"",1964,28,"male",0,0,0
"2115","Ferdinand Danis","Gymnastics Artistic","individual all-round men","helsinki-1952","Athlete","","","","13","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","112.00","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2116","Ferdinand Danis","Gymnastics Artistic","pommel horse men","helsinki-1952","Athlete","","","","36","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.25","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2117","Ferdinand Danis","Gymnastics Artistic","rings men","melbourne-1956","Athlete","","","","9","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.90","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2118","Ferdinand Danis","Gymnastics Artistic","pommel horse men","melbourne-1956","Athlete","","","True","26","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.25","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2119","Ferdinand Danis","Gymnastics Artistic","horizontal bar men","helsinki-1952","Athlete","","","True","61","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","17.90","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2120","Ferdinand Danis","Gymnastics Artistic","parallel bars men","helsinki-1952","Athlete","","","True","5","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","19.30","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2121","Ferdinand Danis","Gymnastics Artistic","parallel bars men","melbourne-1956","Athlete","","","True","16","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.70","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2122","Ferdinand Danis","Gymnastics Artistic","horizontal bar men","melbourne-1956","Athlete","","","","9","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.85","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2123","Ferdinand Danis","Gymnastics Artistic","vault men","helsinki-1952","Athlete","","","True","13","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.80","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2124","Ferdinand Danis","Gymnastics Artistic","individual all-round men","melbourne-1956","Athlete","","","","13","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","111.90","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2125","Ferdinand Danis","Gymnastics Artistic","rings men","helsinki-1952","Athlete","","","True","19","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.85","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2126","Ferdinand Danis","Gymnastics Artistic","floor exercises men","melbourne-1956","Athlete","","","True","6","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.80","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2127","Ferdinand Danis","Gymnastics Artistic","floor exercises men","helsinki-1952","Athlete","","","True","8","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.90","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2128","Ferdinand Danis","Gymnastics Artistic","vault men","melbourne-1956","Athlete","","","True","23","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","18.40","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2129","Ferdinand Danis","Gymnastics Artistic","individual all-round men","rome-1960","Athlete","","","","15","Czechoslovakia","CSHH","TCH","https://olympics.com/en/athletes/ferdinand-danis","112.10","POINTS","https://olympics.com/en/athletes/ferdinand-danis",3,"Helsinki 1952",1929,"",1952,23,"male",0,0,0
"2130","Ferdinando Mandrini","Gymnastics Artistic","parallel bars men","paris-1924","Athlete","","","","24","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","20.21","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2131","Ferdinando Mandrini","Gymnastics Artistic","rings men","amsterdam-1928","Athlete","","","True","33","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","49.75","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2132","Ferdinando Mandrini","Gymnastics Artistic","parallel bars men","amsterdam-1928","Athlete","","","","45","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","46.00","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2133","Ferdinando Mandrini","Gymnastics Artistic","rope climbing men","paris-1924","Athlete","","","True","18","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","9000","TIME","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2134","Ferdinando Mandrini","Gymnastics Artistic","horizontal bar men","amsterdam-1928","Athlete","","","","11","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","55.25","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2135","Ferdinando Mandrini","Gymnastics Artistic","vault men","paris-1924","Athlete","","","True","7","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","9.750","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2136","Ferdinando Mandrini","Gymnastics Artistic","pommel horse men","amsterdam-1928","Athlete","","","True","28","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","50.25","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2137","Ferdinando Mandrini","Gymnastics Artistic","horizontal bar men","paris-1924","Athlete","","","","14","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","18.120","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2138","Ferdinando Mandrini","Gymnastics Artistic","individual all-round men","paris-1924","Athlete","","","","4","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","105.583","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2139","Ferdinando Mandrini","Gymnastics Artistic","individual all-round men","amsterdam-1928","Athlete","","","","30","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","226.250","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2140","Ferdinando Mandrini","Gymnastics Artistic","rings men","paris-1924","Athlete","","","","8","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","20.943","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2141","Ferdinando Mandrini","Gymnastics Artistic","vault men","amsterdam-1928","Athlete","","","True","49","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","25.000","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2142","Ferdinando Mandrini","Gymnastics Artistic","pommel horse men","paris-1924","Athlete","","","","30","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","17.060","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2143","Ferdinando Mandrini","Gymnastics Artistic","Sidehorse vault men","paris-1924","Athlete","","","True","21","Italy","IT","ITA","https://olympics.com/en/athletes/ferdinando-mandrini","9.500","POINTS","https://olympics.com/en/athletes/ferdinando-mandrini",3,"Antwerp 1920",1897,"


2

G

",1920,23,"male",0,0,0
"2144","Ferenc Donath","Gymnastics Artistic","individual all-round men","montreal-1976","Athlete","","","","13","Hungary","HU","HUN","https://olympics.com/en/athletes/ferenc-donath","112.750","POINTS","https://olympics.com/en/athletes/ferenc-donath",2,"Montreal 1976",1954,"


1

B

",1976,22,"male",0,0,0
